ACTION_TYPE,Time,X,Y,SizeMajor,SizeMinor,Orientation,Pressure,Size,Posture,PIN,Sample ID,UUID
Down194012,20740262957251,137.0,82.0,187.0,171.0,-1.4486233,4.61,179.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20740288942147,137.0,82.0,187.0,171.0,-1.4660766,4.87,179.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20740305140063,137.0,82.0,187.0,171.0,-1.4660766,4.87,179.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20740321641626,137.0,82.0,187.0,171.0,-1.4660766,4.87,179.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20740324394230,137.0,82.0,218.0,187.0,-1.3962634,1.8199999,202.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20740497704126,920.0,428.0,187.0,156.0,0.47123888,2.74,171.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20740518552563,920.0,428.0,171.0,156.0,0.55850536,3.1699998,163.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20740584242147,920.0,428.0,187.0,156.0,0.54105204,2.95,171.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20740600703084,920.0,428.0,171.0,156.0,0.55850536,3.1699998,163.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20740601436417,920.0,428.0,264.0,202.0,1.2740903,1.22,233.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20740858987459,153.0,287.0,187.0,171.0,1.2915436,4.45,179.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20740879873397,153.0,287.0,171.0,156.0,0.017453292,4.21,163.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20740942539022,153.0,287.0,202.0,202.0,1.5184364,1.67,202.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20740942846313,153.0,287.0,202.0,202.0,1.5184364,1.67,202.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20741069019751,596.0,659.0,202.0,156.0,-1.553343,3.03,179.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20741093372876,596.0,659.0,156.0,140.0,-1.3613569,2.6599998,148.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20741142380167,596.0,659.0,156.0,140.0,-1.3613569,2.6599998,148.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20741145958292,596.0,659.0,218.0,202.0,-1.2217305,1.4699999,210.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20741146430167,596.0,659.0,218.0,202.0,-1.2217305,1.4699999,210.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20741334637980,130.0,74.0,202.0,171.0,-1.4660766,5.7,186.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20741405392146,130.0,74.0,218.0,187.0,-1.2566371,2.01,202.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20741406784334,130.0,74.0,218.0,187.0,-1.2566371,2.01,202.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20741540090584,610.0,107.0,187.0,156.0,1.5707964,3.6399999,171.5,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20741618101001,610.0,107.0,218.0,202.0,-1.5358897,1.7099999,210.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20741619116105,610.0,107.0,218.0,202.0,-1.5358897,1.7099999,210.0,sit,194012,8c6ef55e-8f76-4a22-a130-f6e01b4f7b8a,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20745605105167,134.0,103.0,187.0,156.0,-1.4660766,4.95,171.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20745676113500,134.0,103.0,202.0,156.0,-1.4660766,2.0,179.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20745681850479,134.0,103.0,202.0,156.0,-1.4660766,2.0,179.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20745861517146,913.0,460.0,171.0,140.0,0.94247776,2.6499999,155.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20745955924437,913.0,460.0,249.0,187.0,1.1693705,1.4699999,218.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20745958522875,913.0,460.0,249.0,187.0,1.1693705,1.4699999,218.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20746180594750,155.0,288.0,187.0,171.0,1.2740903,4.5899997,179.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20746235101000,155.0,288.0,202.0,187.0,1.4660766,1.9799999,194.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20746236169750,155.0,288.0,202.0,187.0,1.4660766,1.9799999,194.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20746342573396,574.0,644.0,156.0,140.0,-1.2566371,2.1599998,148.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20746429403604,574.0,644.0,218.0,202.0,-1.2391838,1.53,210.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20746429972875,574.0,644.0,218.0,202.0,-1.2391838,1.53,210.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20746556659333,139.0,118.0,187.0,171.0,-1.2740903,5.52,179.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20746579918708,139.0,118.0,202.0,171.0,-1.2740903,5.71,186.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20746612868187,139.0,118.0,202.0,171.0,-1.2740903,5.71,186.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20746616864542,139.0,118.0,202.0,171.0,-1.3962634,4.13,186.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20746748790583,617.0,79.0,187.0,171.0,-1.4137167,3.9399998,179.0,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20746826174437,617.0,79.0,202.0,187.0,-1.4835298,3.46,194.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20746836680166,617.0,79.0,218.0,187.0,-1.3962634,2.1299999,202.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20746837307771,617.0,79.0,218.0,187.0,-1.3962634,2.1299999,202.5,sit,194012,5119b71b-c854-4d8d-bf04-30bd8d6f9bad,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20747635784333,135.0,108.0,187.0,156.0,-1.4660766,4.88,171.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20747680159854,135.0,108.0,202.0,187.0,-1.2740903,2.4099998,194.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20747688402562,135.0,108.0,202.0,187.0,-1.2740903,2.4099998,194.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20747803619229,886.0,456.0,187.0,140.0,1.2391838,2.3999999,163.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20747908134333,886.0,456.0,233.0,187.0,0.57595867,1.54,210.0,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20747908829125,886.0,456.0,233.0,187.0,0.57595867,1.54,210.0,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20748042178083,153.0,287.0,187.0,171.0,1.2566371,4.4,179.0,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20748074603083,153.0,287.0,171.0,156.0,0.13962634,3.6299999,163.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20748078742145,153.0,287.0,202.0,187.0,1.0297443,1.9799999,194.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20748079031729,153.0,287.0,202.0,187.0,1.0297443,1.9799999,194.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Down194012,20748178055166,577.0,630.0,171.0,156.0,-0.31415927,3.1499999,163.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20748254902562,577.0,630.0,218.0,187.0,-1.2740903,2.36,202.5,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Move,20748265361416,577.0,630.0,264.0,202.0,-1.3962634,1.38,233.0,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
Up194012,20748266090583,577.0,630.0,264.0,202.0,-1.3962634,1.38,233.0,sit,194012,7320a53b-1d06-4875-9579-952a5de6a9d3,c21da5eb-f64b-44f4-94aa-64eda63bd415
