ACTION_TYPE,Time,X,Y,SizeMajor,SizeMinor,Orientation,Pressure,Size,Posture,PIN,Sample ID,UUID
Down194012,67451928437102,156.0,107.0,202.0,140.0,1.4137167,3.22,171.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67451945694914,156.0,107.0,156.0,140.0,1.3089969,2.75,148.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67451961928769,156.0,107.0,156.0,140.0,1.3089969,2.75,148.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67451964458977,156.0,107.0,218.0,156.0,1.4835298,1.4499999,187.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Up194012,67451965026164,156.0,107.0,218.0,156.0,1.4835298,1.4499999,187.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Down194012,67452112631373,888.0,476.0,202.0,171.0,-1.4660766,2.84,186.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452126150644,888.0,476.0,187.0,171.0,1.5009831,3.9599998,179.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452192328769,888.0,476.0,202.0,171.0,1.4486233,3.35,186.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452200258977,888.0,476.0,218.0,187.0,1.4137167,1.76,202.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Up194012,67452200888144,888.0,476.0,218.0,187.0,1.4137167,1.76,202.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Down194012,67452425219394,162.0,303.0,202.0,171.0,1.5707964,4.61,186.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452438298039,162.0,303.0,187.0,171.0,-1.4486233,4.17,179.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Up194012,67452468294393,162.0,303.0,187.0,171.0,-1.4486233,4.17,179.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Down194012,67452608702727,596.0,649.0,202.0,187.0,-1.553343,6.18,194.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452634788664,596.0,649.0,218.0,187.0,1.5707964,6.2799997,202.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452651556893,596.0,649.0,202.0,187.0,-1.5358897,5.8799996,194.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452684253248,596.0,649.0,218.0,202.0,1.553343,2.71,210.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Up194012,67452687721477,596.0,649.0,218.0,202.0,1.553343,2.71,210.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Down194012,67452811532414,153.0,146.0,187.0,171.0,1.37881,4.5499997,179.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452832244914,153.0,146.0,171.0,156.0,0.36651915,3.09,163.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67452850696998,153.0,146.0,218.0,187.0,1.4137167,1.9599999,202.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Up194012,67452851337102,153.0,146.0,218.0,187.0,1.4137167,1.9599999,202.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Down194012,67453153251685,592.0,108.0,202.0,156.0,-1.3613569,3.6899998,179.0,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67453216713143,592.0,108.0,233.0,218.0,-0.7330383,1.28,225.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Up194012,67453217578248,592.0,108.0,233.0,218.0,-0.7330383,1.28,225.5,sit,194012,735b3c7c-4fc8-4311-8e51-39e6d9aeb172,48a43f68-d553-4d1c-9b15-ae4788b998a1
Down194012,67453854728768,163.0,118.0,156.0,140.0,1.3439035,2.45,148.0,sit,194012,5edaf01a-702a-4a0e-8ecc-a40448dd1298,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67453875106372,163.0,118.0,218.0,187.0,1.43117,1.51,202.5,sit,194012,5edaf01a-702a-4a0e-8ecc-a40448dd1298,48a43f68-d553-4d1c-9b15-ae4788b998a1
Up194012,67453877287622,163.0,118.0,218.0,187.0,1.43117,1.51,202.5,sit,194012,5edaf01a-702a-4a0e-8ecc-a40448dd1298,48a43f68-d553-4d1c-9b15-ae4788b998a1
Down194012,67454101599081,882.0,491.0,187.0,171.0,1.5009831,3.55,179.0,sit,194012,5edaf01a-702a-4a0e-8ecc-a40448dd1298,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67454169703247,882.0,491.0,202.0,171.0,1.5009831,3.22,186.5,sit,194012,5edaf01a-702a-4a0e-8ecc-a40448dd1298,48a43f68-d553-4d1c-9b15-ae4788b998a1
Up194012,67454170428247,882.0,491.0,202.0,171.0,1.5009831,3.22,186.5,sit,194012,5edaf01a-702a-4a0e-8ecc-a40448dd1298,48a43f68-d553-4d1c-9b15-ae4788b998a1
Down194012,67454385874081,154.0,335.0,187.0,171.0,-1.3962634,4.38,179.0,sit,194012,5edaf01a-702a-4a0e-8ecc-a40448dd1298,48a43f68-d553-4d1c-9b15-ae4788b998a1
Move,67454417448560,154.0,335.0,156.0,140.0,-1.5358897,3.11,148.0,sit,194012,5edaf01a-702a-4a0e-8ecc-a40448dd1298,48a43f68-d553-4d1c-9b15-ae4788b998a1
