ACTION_TYPE,Time,X,Y,SizeMajor,SizeMinor,Orientation,Pressure,Size,Posture,PIN,Sample ID,UUID
Down194012,14069378179622,164.0,121.0,171.0,140.0,1.134464,2.1499999,155.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069392249414,164.0,121.0,187.0,156.0,0.7853982,3.27,171.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069407023372,164.0,121.0,187.0,156.0,0.7853982,3.27,171.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069456700977,164.0,121.0,218.0,156.0,1.1519173,3.75,187.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069469743685,164.0,121.0,264.0,187.0,1.2391838,1.8399999,225.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Up194012,14069470798372,164.0,121.0,264.0,187.0,1.2391838,1.8399999,225.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Down194012,14069577903581,895.0,479.0,187.0,156.0,1.2915436,2.98,171.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069682298893,895.0,479.0,202.0,187.0,1.1170107,1.53,194.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Up194012,14069683835872,895.0,479.0,202.0,187.0,1.1170107,1.53,194.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Down194012,14069837318164,169.0,308.0,171.0,140.0,1.4137167,3.1,155.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069850050977,169.0,308.0,233.0,140.0,1.5009831,3.99,186.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069866588997,169.0,308.0,233.0,140.0,1.5009831,3.99,186.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069916447852,169.0,308.0,233.0,140.0,1.5009831,3.99,186.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14069932342643,169.0,308.0,233.0,140.0,1.5009831,3.99,186.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Up194012,14069933475977,169.0,308.0,264.0,171.0,1.553343,1.55,217.5,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Down194012,14070049535352,623.0,634.0,171.0,171.0,1.0821041,3.53,171.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14070063169727,623.0,634.0,187.0,171.0,-1.1170107,4.13,179.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14070103973893,623.0,634.0,218.0,202.0,-1.0646509,1.65,210.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Up194012,14070104600976,623.0,634.0,218.0,202.0,-1.0646509,1.65,210.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Down194012,14070321315560,143.0,134.0,202.0,156.0,1.134464,4.23,179.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14070342338476,143.0,134.0,218.0,156.0,1.1519173,4.45,187.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14070358594206,143.0,134.0,218.0,156.0,1.1519173,4.45,187.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
Move,14070374555664,143.0,134.0,218.0,156.0,1.1519173,4.45,187.0,sit,194012,792bc4ae-2633-44bd-97cc-638af4f19f70,54713fc1-b7fa-46da-9178-50291b1614fb
